model_name,enjoy,interest,listen,turing,avoid_rep,make_sense,fluency,persona_guess,inquisitive,reward,enjoy_sp,interest_sp,listen_sp,turing_sp,avoid_rep_sp,make_sense_sp,fluency_sp,persona_guess_sp,inquisitive_sp,reward_sp
interesting_nidf_model_ct_setting9,0.7087628865979382,0.7139175257731959,0.7731958762886598,0.6030927835051546,0.7242268041237113,0.8917525773195877,0.9072164948453608,0.22422680412371132,0.5798969072164949,0.6806987399770904,0.7354497313499451,0.7258517146110535,0.7673195004463196,0.5586642622947693,0.6568975448608398,0.816027820110321,0.8202544450759888,0.18485035002231598,0.6081851124763489,0.6522220969200134
interesting_nidf_model_ct_setting2,0.7,0.7078947368421052,0.8026315789473685,0.5842105263157895,0.7263157894736842,0.8947368421052632,0.913157894736842,0.20526315789473684,0.6578947368421053,0.6880116959064326,0.7074055075645447,0.6929154992103577,0.7925376892089844,0.5873903632164001,0.6934405565261841,0.8827035427093506,0.8909855484962463,0.2001911848783493,0.6239485740661621,0.6771780252456665
responsiveness_model_bfw_setting_10,0.6056701030927835,0.6443298969072165,0.7551546391752577,0.4896907216494845,0.6958762886597938,0.788659793814433,0.7731958762886598,0.1855670103092784,0.5798969072164949,0.6131156930126003,0.4023149907588959,0.43678519129753113,0.5184645056724548,0.3245442807674408,0.5459930300712585,0.5846402049064636,0.4685526490211487,0.16069218516349792,0.4117935001850128,0.4283273220062256
responsiveness_model_bfw_setting_minus_10,0.6303191489361702,0.6409574468085106,0.7367021276595744,0.5,0.7101063829787234,0.7819148936170213,0.8776595744680851,0.22074468085106386,0.5984042553191489,0.6329787234042553,0.7531399130821228,0.7424995303153992,0.81315016746521,0.5961679816246033,0.7065395712852478,0.88294917345047,0.8941293358802795,0.20193004608154297,0.6431929469108582,0.6919390559196472
interesting_nidf_model_ct_setting7,0.7526041666666666,0.7239583333333334,0.8255208333333334,0.6380208333333334,0.7239583333333334,0.8984375,0.90625,0.20833333333333331,0.6458333333333334,0.7025462962962963,0.7023905515670776,0.6916585564613342,0.7377189993858337,0.5619261264801025,0.6219978332519531,0.786046028137207,0.7920884490013123,0.17528648674488068,0.5803183317184448,0.6273809671401978
interesting_nidf_model_bfw_setting_06,0.7448453608247423,0.7654639175257731,0.8221649484536082,0.6030927835051546,0.7319587628865979,0.8762886597938144,0.8917525773195877,0.23195876288659795,0.6520618556701031,0.7021764032073309,0.6037992238998413,0.6121215224266052,0.6547464728355408,0.4332532286643982,0.6101764440536499,0.7145245671272278,0.6901242136955261,0.17678241431713104,0.5215345025062561,0.5599640011787415
repetition_model_setting35,0.7605263157894737,0.7368421052631579,0.8447368421052631,0.6447368421052632,0.7315789473684211,0.9315789473684212,0.9394736842105263,0.20526315789473684,0.6447368421052632,0.7154970760233919,0.7586127519607544,0.7470816373825073,0.8270790576934814,0.6101354956626892,0.7214596271514893,0.909713089466095,0.9182147979736328,0.2066851705312729,0.6545892357826233,0.7073795199394226
interesting_nidf_model_bfw_setting_minus_10,0.6043956043956044,0.6016483516483516,0.7692307692307693,0.5467032967032966,0.7115384615384616,0.8324175824175825,0.8406593406593407,0.18406593406593408,0.6016483516483516,0.6324786324786325,0.4907844364643097,0.5127748250961304,0.6449278593063354,0.39955398440361023,0.6381047964096069,0.7517870664596558,0.7399122714996338,0.19129568338394165,0.5302092432975769,0.540306568145752
responsiveness_model_bfw_setting_05,0.7284946236559141,0.7311827956989247,0.8413978494623656,0.6236559139784946,0.7311827956989247,0.8790322580645161,0.8924731182795699,0.206989247311828,0.6424731182795699,0.6974313022700122,0.6150345206260681,0.6095334887504578,0.7055661082267761,0.4738205671310425,0.6410800814628601,0.7876800894737244,0.7958061695098877,0.1866946518421173,0.5599247813224792,0.5980555415153503
inquisitive_model_ct_setting10,0.7264705882352941,0.6852941176470588,0.7970588235294118,0.5970588235294118,0.6794117647058824,0.9088235294117648,0.9264705882352942,0.20294117647058826,0.6852941176470588,0.6898692810457516,0.5808646082878113,0.5711427330970764,0.6866008043289185,0.47631630301475525,0.6222647428512573,0.7757179141044617,0.7957001328468323,0.18107366561889648,0.5444703698158264,0.5827010869979858
inquisitive_model_ct_setting04,0.7101063829787234,0.6994680851063829,0.8457446808510638,0.6090425531914894,0.726063829787234,0.9122340425531916,0.9069148936170212,0.2047872340425532,0.6489361702127661,0.6959219858156029,0.698628306388855,0.6849761605262756,0.7742070555686951,0.5719342827796936,0.6736112236976624,0.8539788722991943,0.8618641495704651,0.19457846879959106,0.6059303283691406,0.6591427326202393
interesting_nidf_model_ct_setting0,0.7309782608695652,0.7255434782608695,0.8423913043478259,0.6114130434782609,0.7173913043478259,0.9211956521739132,0.9239130434782608,0.1793478260869565,0.657608695652174,0.7010869565217391,0.5770713090896606,0.5684589147567749,0.6993029117584229,0.4962199926376343,0.6345993876457214,0.7945208549499512,0.8160005807876587,0.18692824244499207,0.5483322739601135,0.5933788418769836
interesting_nidf_model_ct_setting4,0.7087912087912088,0.7115384615384616,0.8296703296703297,0.5906593406593407,0.7335164835164835,0.8956043956043956,0.9230769230769232,0.21978021978021975,0.6456043956043956,0.6953601953601953,0.6360151767730713,0.6249637603759766,0.6895000338554382,0.5007554888725281,0.5953508019447327,0.7479044795036316,0.7546676397323608,0.17070426046848297,0.5402015447616577,0.5853651165962219
interesting_nidf_model_bfw_setting_minus_04,0.6972222222222222,0.6694444444444444,0.8388888888888889,0.5888888888888889,0.725,0.8916666666666667,0.9083333333333332,0.20555555555555555,0.6361111111111111,0.6845679012345679,0.7131488919258118,0.7046431303024292,0.8135384917259216,0.5760703682899475,0.7291211485862732,0.9093340039253235,0.923550009727478,0.21090470254421234,0.6462801694869995,0.6931671500205994
inquisitive_model_ct_setting00,0.7313829787234043,0.7180851063829787,0.8404255319148937,0.6382978723404256,0.7367021276595744,0.8856382978723404,0.9335106382978724,0.2127659574468085,0.6276595744680851,0.7027186761229315,0.7123724818229675,0.703820526599884,0.7513733506202698,0.5769029855728149,0.6386334896087646,0.8088886141777039,0.8179736733436584,0.18112675845623016,0.5948684811592102,0.6425223350524902
interesting_nidf_model_bfw_setting_04,0.760752688172043,0.7553763440860215,0.8521505376344086,0.6263440860215054,0.739247311827957,0.9032258064516128,0.922043010752688,0.2338709677419355,0.6693548387096774,0.7180406212664276,0.6355078816413879,0.624850869178772,0.7036055326461792,0.5028101205825806,0.6183069944381714,0.7750283479690552,0.7807825803756714,0.18042726814746857,0.5514646768569946,0.5979686379432678
responsiveness_model_bfw_setting_13,0.5372340425531915,0.5904255319148937,0.6861702127659575,0.4574468085106383,0.6861702127659575,0.6728723404255319,0.6462765957446809,0.15691489361702127,0.5531914893617021,0.5540780141843972,0.2726166546344757,0.31336620450019836,0.37070930004119873,0.2916780114173889,0.4814182221889496,0.4537529945373535,0.3142731785774231,0.1518508493900299,0.3192635774612427,0.33152899146080017
baseline_model,0.5714285714285714,0.5741758241758241,0.6703296703296703,0.4368131868131868,0.5384615384615384,0.8543956043956044,0.8214285714285714,0.2032967032967033,0.6126373626373627,0.586996336996337,0.518014669418335,0.5262648463249207,0.6320751309394836,0.39697062969207764,0.608521580696106,0.7368554472923279,0.7285297513008118,0.17932307720184326,0.5217332243919373,0.539691150188446
